corridor,tmc_code,selection_position,period,road_order,gmns_link_count,gmns_link_ids,taplite_period_volume,taplite_period_doc,taplite_period_p_hours,cube_period_volume,cube_period_doc,cube_period_p_hours,model_speed_min_mph,model_speed_max_mph,model_speed_unique_value_count,cube_speed_min_mph,cube_speed_max_mph,cube_speed_unique_value_count
I95I495_WB,110N15984,all_2_of_3,PM,7.000000,1.000000,28236,12314.563000,0.540100,0.000000,16840.802730,0.738632,3.504092,62.398333,62.679667,16,17.547856,62.584454,16
I95I495_WB,110N15983,all_3_of_3,AM,9.000000,1.000000,28735,10175.401300,0.595100,0.000000,11880.404300,0.694760,2.320557,62.814000,63.789333,12,26.745380,63.716362,12
I95I495_WB,110N15983,all_3_of_3,MD,9.000000,1.000000,28735,17193.606500,0.502700,0.000000,23046.431640,0.673872,4.599784,57.332333,62.804667,24,22.599396,62.806100,24
I95I495_WB,110N15983,all_3_of_3,PM,9.000000,1.000000,28735,13108.246900,0.574900,0.000000,16439.585940,0.721034,3.383101,57.336667,61.597333,16,21.188598,61.534476,16
I95_NB,110P04146,corridor_start,AM,652.000000,1.000000,47687,9232.382800,0.512900,0.000000,12946.395510,0.719244,2.977370,67.878333,68.189000,12,17.808682,67.916921,12
I95_NB,110P04146,corridor_start,MD,652.000000,1.000000,47687,17705.952600,0.491800,0.000000,27520.996090,0.764472,5.680538,46.900000,68.169667,24,15.844834,68.167438,24
I95_NB,110P04146,corridor_start,PM,652.000000,1.000000,47687,16535.604500,2.081800,9.168008,18801.046880,2.367007,10.424061,32.753333,59.783333,16,32.665893,59.783547,16
I95_NB,110+04149,behavior_diverse_2_of_5,AM,657.000000,4.000000,38998;38286;39090;39085,12757.943015,0.708753,0.000000,14207.948509,0.789330,2.706501,63.991667,65.612000,12,27.763246,65.502230,12
I95_NB,110+04149,behavior_diverse_2_of_5,MD,657.000000,4.000000,38998;38286;39090;39085,21254.888082,0.590381,0.000000,28802.896482,0.800080,5.550824,61.089000,63.982333,24,21.327508,63.967095,24
I95_NB,110+04149,behavior_diverse_2_of_5,PM,657.000000,4.000000,38998;38286;39090;39085,17628.427000,0.734500,0.000000,20903.152340,0.870965,4.081495,61.090333,62.942667,16,23.827646,62.845657,16
I95_NB,110P04151,behavior_diverse_3_of_5,AM,662.000000,3.000000,38180;40985;38822,14389.699330,2.445503,8.570287,14887.814713,2.533650,8.900297,16.490582,40.179132,12,15.953234,40.175918,12
I95_NB,110P04151,behavior_diverse_3_of_5,MD,662.000000,3.000000,38180;40985;38822,16190.484232,1.240532,8.875221,29154.554308,2.230179,16.343623,15.772265,40.248234,24,10.322857,40.248425,24
I95_NB,110P04151,behavior_diverse_3_of_5,PM,662.000000,3.000000,38180;40985;38822,16183.903754,0.687916,0.000000,20775.047683,0.884265,4.228054,38.857333,53.232333,16,20.266601,53.217737,16
I95_NB,110+04155,behavior_diverse_4_of_5,AM,669.000000,2.000000,29248;32269,17172.412147,1.965975,6.778711,19472.264484,2.229282,7.688354,23.053565,54.744398,12,22.571623,54.741574,12
I95_NB,110+04155,behavior_diverse_4_of_5,MD,669.000000,2.000000,29248;32269,12994.715787,0.650028,4.552559,32338.034168,1.617721,11.668061,22.202329,54.871554,24,12.910479,54.870117,24
I95_NB,110+04155,behavior_diverse_4_of_5,PM,669.000000,2.000000,29248;32269,20147.743500,0.629600,0.000000,25002.480470,0.781328,3.690626,43.509333,57.066667,16,23.422939,57.076764,16
I95_NB,110P04159,corridor_end,AM,676.001000,2.000000,32580;28742,8029.360457,0.453477,0.000000,7495.216132,0.388035,1.295886,46.095667,64.474667,12,31.480895,64.546369,12
I95_NB,110P04159,corridor_end,MD,676.001000,2.000000,32580;28742,12162.748645,0.312126,0.000000,16200.228804,0.438273,2.983546,46.034667,58.166333,24,27.464643,58.579929,24
I95_NB,110P04159,corridor_end,PM,676.001000,2.000000,32580;28742,6774.143255,0.255996,0.000000,13689.533723,0.555174,2.550661,58.186667,62.088667,16,25.197926,62.102411,16
I95_SB,110N04159,corridor_start,AM,849.001000,1.000000,32097,5460.267200,0.479000,0.000000,6978.337400,0.612135,2.032444,62.124333,63.087333,12,28.127999,63.057075,12
I95_SB,110N04159,corridor_start,MD,849.001000,1.000000,32097,7906.470200,0.346800,0.000000,9114.958980,0.399779,2.667180,60.083333,62.118333,24,29.118029,62.124430,24
I95_SB,110N04159,corridor_start,PM,849.001000,1.000000,32097,5902.478100,0.388300,0.000000,7662.809080,0.504132,2.287152,59.681000,60.080333,16,25.126152,60.099927,16
I95_SB,110N04158,behavior_diverse_2_of_5,AM,850.001000,1.000000,31907,17067.527600,0.748600,0.000000,16425.425780,0.720413,2.410346,64.205667,66.444000,12,26.368924,66.319051,12
I95_SB,110N04158,behavior_diverse_2_of_5,MD,850.001000,1.000000,31907,29191.516400,0.640200,0.000000,32784.421880,0.718957,4.921459,43.963667,64.177000,24,21.740483,64.184068,24
I95_SB,110N04158,behavior_diverse_2_of_5,PM,850.001000,1.000000,31907,22029.310100,2.168300,11.283038,26913.593750,2.649059,14.046621,10.632667,58.476333,16,9.200219,58.471605,16
I95_SB,110-04156,behavior_diverse_3_of_5,AM,853.000000,1.000000,32831,17643.860800,0.773900,0.000000,17818.396480,0.781509,2.624784,63.289667,64.985333,12,25.460360,64.811972,12
I95_SB,110-04156,behavior_diverse_3_of_5,MD,853.000000,1.000000,32831,32947.140400,0.722500,0.000000,39783.832030,0.872452,6.022990,42.961667,63.263333,24,19.368460,63.227950,24
I95_SB,110-04156,behavior_diverse_3_of_5,PM,853.000000,1.000000,32831,22641.888200,0.744800,0.000000,27688.476560,0.910805,4.368399,42.973333,57.059000,16,18.692219,56.982242,16
I95_SB,110-04152,behavior_diverse_4_of_5,AM,861.000000,1.000000,31941,14040.634300,0.615800,0.000000,15605.406250,0.684448,2.284504,45.418667,67.140667,12,26.628880,67.106355,12
I95_SB,110-04152,behavior_diverse_4_of_5,MD,861.000000,1.000000,31941,25506.773400,0.559400,0.000000,33256.191410,0.729302,4.995403,10.783333,45.298667,24,10.935239,45.890543,24
I95_SB,110-04152,behavior_diverse_4_of_5,PM,861.000000,1.000000,31941,18336.858300,2.412700,12.681688,27503.894530,3.618933,19.760428,9.729333,11.710000,16,7.201793,11.474171,16
I95_SB,110N04146,corridor_end,AM,874.000000,1.000000,38965,9347.686000,0.519300,0.000000,13426.017580,0.745890,3.087672,69.745333,70.055667,12,17.476581,69.847094,12
I95_SB,110N04146,corridor_end,MD,874.000000,1.000000,38965,20214.213000,0.561500,0.000000,29391.294920,0.816425,6.066581,55.520667,69.730333,24,15.838159,69.700626,24
I95_SB,110N04146,corridor_end,PM,874.000000,1.000000,38965,16366.594800,1.419100,6.249753,18316.615230,1.588226,6.994389,33.028667,67.251333,16,32.951949,67.251506,16
SHELLHORNRD_EB,110+58126,all_1_of_2,AM,2.000000,1.000000,5373,190.205600,0.002900,0.000000,188.242000,0.002846,0.008569,41.576667,41.829667,12,26.318141,41.645838,12
SHELLHORNRD_EB,110+58126,all_1_of_2,MD,2.000000,1.000000,5373,425.810900,0.003200,0.000000,457.244000,0.003456,0.023150,39.679333,41.574000,24,26.599261,41.528752,24
SHELLHORNRD_EB,110+58126,all_1_of_2,PM,2.000000,1.000000,5373,275.410900,0.003100,0.000000,291.507480,0.003305,0.014695,39.678667,40.320667,16,26.665432,40.220840,16
SHELLHORNRD_EB,110P58126,all_2_of_2,AM,3.000000,1.000000,37002,463.247900,0.007000,0.000000,230.556020,0.003485,0.008878,34.997333,38.027000,12,21.211858,37.822295,12
SHELLHORNRD_EB,110P58126,all_2_of_2,MD,3.000000,1.000000,37002,1324.362300,0.010000,0.000000,708.774000,0.005357,0.026884,34.549333,34.984667,24,21.105158,34.940519,24
SHELLHORNRD_EB,110P58126,all_2_of_2,PM,3.000000,1.000000,37002,633.848100,0.007200,0.000000,726.619870,0.008238,0.031716,33.483667,34.546333,16,21.142716,34.453395,16
SHELLHORNRD_WB,110N58126,all_1_of_3,AM,1.000000,1.000000,37316,1186.112200,0.329500,0.000000,1168.328860,0.324536,0.969201,35.185667,36.314000,12,25.379286,36.296922,12
SHELLHORNRD_WB,110N58126,all_1_of_3,MD,1.000000,1.000000,37316,3044.302100,0.422800,0.000000,2861.146730,0.397381,2.412806,35.182000,35.806000,24,23.612508,35.802698,24
SHELLHORNRD_WB,110N58126,all_1_of_3,PM,1.000000,1.000000,37316,2426.709300,0.505600,0.000000,2028.087770,0.422518,1.697147,35.277667,35.805667,16,23.837658,35.798401,16
SHELLHORNRD_WB,110-58125,all_2_of_3,AM,2.000000,1.000000,37311,98.964700,0.001500,0.000000,99.159810,0.001499,0.004510,38.478333,38.624667,12,26.288035,38.486364,12
SHELLHORNRD_WB,110-58125,all_2_of_3,MD,2.000000,1.000000,37311,287.160700,0.002200,0.000000,284.833310,0.002153,0.014421,37.906333,38.477667,24,26.602127,38.442695,24
SHELLHORNRD_WB,110-58125,all_2_of_3,PM,2.000000,1.000000,37311,223.951700,0.002500,0.000000,233.163990,0.002644,0.011754,37.910333,39.785667,16,26.664538,39.693330,16
SHELLHORNRD_WB,110N58125,all_3_of_3,AM,3.000000,1.000000,5375,214.881800,0.003200,0.000000,241.121520,0.003645,0.010980,38.998000,39.528000,12,26.276248,39.361078,12
SHELLHORNRD_WB,110N58125,all_3_of_3,MD,3.000000,1.000000,5375,460.611500,0.003500,0.000000,467.290040,0.003532,0.023659,36.413000,39.527333,24,26.585807,39.491160,24
SHELLHORNRD_WB,110N58125,all_3_of_3,PM,3.000000,1.000000,5375,300.880300,0.003400,0.000000,312.735290,0.003546,0.015765,36.421333,41.613333,16,26.675688,41.511457,16
US15_NB,110+06895,corridor_start,AM,208.000000,4.000000,48745;48671;40005;39394,5634.184554,0.853692,0.000000,5168.777420,0.783148,2.434799,47.116000,52.707000,12,33.845856,52.715598,12
US15_NB,110+06895,corridor_start,MD,208.000000,4.000000,48745;48671;40005;39394,7994.935321,0.605686,0.000000,9278.323438,0.702903,4.316869,42.355667,47.089333,24,35.145367,47.378798,24
US15_NB,110+06895,corridor_start,PM,208.000000,4.000000,48745;48671;40005;39394,6091.161985,1.909326,8.066285,6964.275198,2.183008,9.230962,24.350552,48.728884,16,23.263792,48.717015,16
US15_NB,110P07858,behavior_diverse_2_of_5,AM,224.000000,1.000000,36804,3485.520700,0.726200,0.000000,3480.778080,0.725162,2.225720,58.214333,61.521000,12,25.274577,61.188325,12
US15_NB,110P07858,behavior_diverse_2_of_5,MD,224.000000,1.000000,36804,4961.730700,0.516800,0.000000,4479.625980,0.466628,2.791666,58.203000,59.990333,24,27.769955,59.911867,24
US15_NB,110P07858,behavior_diverse_2_of_5,PM,224.000000,1.000000,36804,3072.554600,0.480100,0.000000,2418.587890,0.377904,1.551397,59.992333,60.250667,16,26.353566,60.066621,16
US15_NB,110+06902,behavior_diverse_3_of_5,AM,228.000000,4.000000,36791;36362;35965;36244,1923.114350,0.447172,0.000000,1692.955166,0.397298,1.235655,38.041333,44.674667,12,35.794740,46.725382,12
US15_NB,110+06902,behavior_diverse_3_of_5,MD,228.000000,4.000000,36791;36362;35965;36244,5215.476137,0.596720,0.000000,4371.608246,0.506148,3.087147,28.861333,38.006333,24,28.951438,42.326097,24
US15_NB,110+06902,behavior_diverse_3_of_5,PM,228.000000,4.000000,36791;36362;35965;36244,3110.916819,2.186292,9.228649,3964.997949,2.748091,11.609821,24.253757,37.616978,16,22.791099,37.551138,16
US15_NB,110+06903,behavior_diverse_4_of_5,AM,231.000000,4.000000,36190;37544;36185;37534,2275.596920,0.689573,0.000000,1906.970532,0.577870,1.836632,39.274333,44.791667,12,31.551570,46.347204,12
US15_NB,110+06903,behavior_diverse_4_of_5,MD,231.000000,4.000000,36190;37544;36185;37534,5100.002555,0.772731,0.000000,4311.551165,0.653265,4.273923,13.173667,39.226667,24,13.318412,41.586058,24
US15_NB,110+06903,behavior_diverse_4_of_5,PM,231.000000,4.000000,36190;37544;36185;37534,2956.020213,2.687272,12.660065,3904.765994,3.549787,17.150997,8.764316,27.647173,16,5.211697,27.644789,16
US15_NB,110+06904,corridor_end,AM,232.000000,4.000000,36183;38011;5272;37498,1365.466467,0.408370,0.000000,1156.617769,0.344577,1.097481,40.690667,41.110333,12,33.061054,42.528036,12
US15_NB,110+06904,corridor_end,MD,232.000000,4.000000,36183;38011;5272;37498,2892.290568,0.432001,0.000000,2443.114609,0.363799,2.386019,38.667000,41.109333,24,32.057810,42.380613,24
US15_NB,110+06904,corridor_end,PM,232.000000,4.000000,36183;38011;5272;37498,1897.321728,0.424746,0.000000,2190.717588,0.489357,2.071635,38.574333,38.664667,16,34.630641,39.552493,16
US15_SB,110-06903,corridor_start,AM,225.000000,4.000000,36331;37496;5274;38013,2326.482589,0.697739,0.000000,1617.363857,0.483364,1.554499,36.397667,40.811333,12,31.444675,41.025221,12
US15_SB,110-06903,corridor_start,MD,225.000000,4.000000,36331;37496;5274;38013,3101.609458,0.462600,0.000000,2697.221513,0.401434,2.650322,39.725333,40.827667,24,30.920135,41.735598,24
US15_SB,110-06903,corridor_start,PM,225.000000,4.000000,36331;37496;5274;38013,2171.110272,0.485319,0.000000,1885.063283,0.420696,1.754232,39.095333,39.722667,16,36.125408,41.155600,16
US15_SB,110-07887,behavior_diverse_2_of_5,AM,226.000000,4.000000,36182;37535;36186;37545,4146.776026,2.751797,9.100987,2893.073499,1.919846,6.291431,20.327137,43.023696,12,22.894652,43.091727,12
US15_SB,110-07887,behavior_diverse_2_of_5,MD,226.000000,4.000000,36182;37535;36186;37545,5609.595193,0.849934,0.000000,4804.969105,0.728026,4.795478,23.422000,38.502333,24,23.530087,39.842298,24
US15_SB,110-07887,behavior_diverse_2_of_5,PM,226.000000,4.000000,36182;37535;36186;37545,3710.546439,0.843312,0.000000,3198.673183,0.726971,3.048158,38.521667,40.541000,16,34.819466,41.830484,16
US15_SB,110-06901,behavior_diverse_3_of_5,AM,231.110000,1.000000,36031,1266.667600,0.263900,0.000000,1219.821290,0.254129,0.762626,59.101000,59.145000,12,28.653758,58.832727,12
US15_SB,110-06901,behavior_diverse_3_of_5,MD,231.110000,1.000000,36031,4678.309700,0.487300,0.000000,4474.429200,0.466086,2.788293,35.661000,59.122000,24,27.677096,59.073373,24
US15_SB,110-06901,behavior_diverse_3_of_5,PM,231.110000,1.000000,36031,4940.924500,2.882200,12.347421,5185.826170,3.025101,12.972588,18.191000,57.102000,16,17.949704,57.102107,16
US15_SB,110N06896,behavior_diverse_4_of_5,AM,231.700000,2.000000,38928;38201,4213.384691,0.835998,0.000000,3789.241357,0.751834,2.298193,24.445333,25.147000,12,24.685914,29.982990,12
US15_SB,110N06896,behavior_diverse_4_of_5,MD,231.700000,2.000000,38928;38201,7524.359709,0.746423,0.000000,7251.850573,0.719430,4.387213,17.997333,24.436667,24,18.094043,30.458403,24
US15_SB,110N06896,behavior_diverse_4_of_5,PM,231.700000,2.000000,38928;38201,5316.456853,3.164544,13.207218,5186.184299,3.087014,12.873087,18.308169,23.850679,16,18.314725,23.994933,16
US15_SB,110-06894,corridor_end,AM,231.900000,4.000000,38634;39395;40007;48672,4420.268800,0.669708,0.000000,4401.217660,0.666851,2.072012,47.245000,52.365333,12,34.766254,52.431586,12
US15_SB,110-06894,corridor_end,MD,231.900000,4.000000,38634;39395;40007;48672,9019.053074,0.683236,0.000000,9376.961884,0.710376,4.363129,45.903333,47.223667,24,35.109102,47.464552,24
US15_SB,110-06894,corridor_end,PM,231.900000,4.000000,38634;39395;40007;48672,6964.014530,0.791341,0.000000,7269.548092,0.826085,3.470019,44.226000,45.898000,16,30.644872,45.942434,16
US1_NB,110P09526,corridor_start,AM,796.000000,1.000000,47507,4366.249700,0.661600,0.000000,3694.468260,0.559768,1.783189,52.581333,54.943333,12,31.512983,54.978195,12
US1_NB,110P09526,corridor_start,MD,796.000000,1.000000,47507,8470.528100,0.641700,0.000000,3685.786870,0.279226,1.740690,51.497000,52.570667,24,38.878032,53.675984,24
US1_NB,110P09526,corridor_start,PM,796.000000,1.000000,47507,7973.784100,0.906100,0.000000,6927.449710,0.787210,3.326622,51.498000,52.433000,16,34.164213,52.406840,16
US1_NB,110+09530,behavior_diverse_2_of_5,AM,801.000000,3.000000,38204;38198;39818,7229.524092,0.836768,0.000000,6506.002800,0.753010,2.343372,35.099667,39.363333,12,32.072104,39.764012,12
US1_NB,110+09530,behavior_diverse_2_of_5,MD,801.000000,3.000000,38204;38198;39818,14323.401134,0.828898,0.000000,9835.142980,0.569163,3.477738,35.083667,35.940333,24,33.730927,39.468769,24
US1_NB,110+09530,behavior_diverse_2_of_5,PM,801.000000,3.000000,38204;38198;39818,11795.420909,1.023937,0.000000,8217.422572,0.713318,2.992257,35.942333,36.462667,16,30.129242,37.627513,16
US1_NB,110+05649,behavior_diverse_3_of_5,AM,825.000000,1.000000,29074,5695.581600,0.791100,0.000000,5521.387700,0.766859,2.356528,33.934000,38.250000,12,24.713947,38.241923,12
US1_NB,110+05649,behavior_diverse_3_of_5,MD,825.000000,1.000000,29074,9015.321700,0.626100,0.000000,7830.045410,0.543753,3.273754,27.030333,33.910333,24,27.072935,34.375970,24
US1_NB,110+05649,behavior_diverse_3_of_5,PM,825.000000,1.000000,29074,9196.490700,3.831900,16.513947,6823.207520,2.843003,12.175830,16.519667,28.365333,16,18.035895,28.369292,16
US1_NB,110+05659,behavior_diverse_4_of_5,AM,838.000000,3.000000,26234;26488;26429,5488.639132,3.049236,9.871503,3393.816963,1.885454,5.986183,18.916904,26.858154,12,19.651679,26.863232,12
US1_NB,110+05659,behavior_diverse_4_of_5,MD,838.000000,3.000000,26234;26488;26429,8691.678814,0.804800,0.000000,5176.835671,0.479337,2.865305,19.477333,24.689000,24,19.548216,30.673003,24
US1_NB,110+05659,behavior_diverse_4_of_5,PM,838.000000,3.000000,26234;26488;26429,8167.079332,1.134307,0.000000,3555.391096,0.493804,1.958778,21.964000,24.688000,16,22.111919,30.614570,16
US1_NB,110P05659,corridor_end,AM,839.000000,3.000000,26241;26388;27511,6397.736440,1.184785,0.000000,3757.882946,0.695904,2.122686,40.700667,41.253000,12,27.057605,41.208951,12
US1_NB,110P05659,corridor_end,MD,839.000000,3.000000,26241;26388;27511,10572.265845,0.978950,0.000000,7319.682983,0.677748,4.112875,39.432000,40.697000,24,25.821849,40.694026,24
US1_NB,110P05659,corridor_end,PM,839.000000,3.000000,26241;26388;27511,10512.915375,1.460100,0.000000,4915.336354,0.682686,2.744443,38.288667,39.428333,16,26.707029,39.426605,16
US1_SB,110N05659,corridor_start,AM,974.000000,2.000000,27510;26386,3275.678710,0.606570,0.000000,1518.398721,0.281185,0.829419,35.319333,39.453667,12,29.824691,39.474704,12
US1_SB,110N05659,corridor_start,MD,974.000000,2.000000,27510;26386,7391.874910,0.684460,0.000000,4039.089627,0.373990,2.209327,35.306000,38.111667,24,27.812839,38.154468,24
US1_SB,110N05659,corridor_start,PM,974.000000,2.000000,27510;26386,9152.236030,1.271110,0.000000,4500.700631,0.625097,2.503607,34.980000,38.107333,16,26.991104,38.122445,16
US1_SB,110-05655,behavior_diverse_2_of_5,AM,979.000000,6.000000,27113;26202;27530;28584;27532;28578,1981.809214,0.355914,0.000000,1061.469974,0.188585,0.562906,21.084000,26.329000,12,21.364877,35.842215,12
US1_SB,110-05655,behavior_diverse_2_of_5,MD,979.000000,6.000000,27113;26202;27530;28584;27532;28578,4642.731471,0.416514,0.000000,2551.831234,0.227518,1.327357,17.145000,21.059333,24,17.231108,34.418517,24
US1_SB,110-05655,behavior_diverse_2_of_5,PM,979.000000,6.000000,27113;26202;27530;28584;27532;28578,9552.774632,1.309758,0.000000,4154.501953,0.567622,2.351384,16.246333,17.139333,16,16.441350,26.242026,16
US1_SB,110-05634,behavior_diverse_3_of_5,AM,1004.000000,4.000000,29334;35091;35087;35081,3406.219168,0.516111,0.000000,3015.360060,0.456873,1.417614,48.588333,48.716667,12,36.851993,49.975565,12
US1_SB,110-05634,behavior_diverse_3_of_5,MD,1004.000000,4.000000,29334;35091;35087;35081,6385.226678,0.483727,0.000000,6717.481077,0.508900,3.117368,38.008333,48.577667,24,36.575242,49.525517,24
US1_SB,110-05634,behavior_diverse_3_of_5,PM,1004.000000,4.000000,29334;35091;35087;35081,10039.618179,4.563467,19.394341,6670.981926,3.032265,12.850916,17.248281,37.926602,16,20.493123,37.942229,16
US1_SB,110-09532,behavior_diverse_4_of_5,AM,1006.000000,5.000000,31939;31942;29340;29994;40623,3057.527651,0.550084,0.000000,2394.315972,0.434606,1.331326,39.345333,40.500333,12,30.502239,40.994201,12
US1_SB,110-09532,behavior_diverse_4_of_5,MD,1006.000000,5.000000,31939;31942;29340;29994;40623,7539.568824,0.680817,0.000000,5713.357216,0.518920,3.163816,26.414667,39.328000,24,26.479587,39.811869,24
US1_SB,110-09532,behavior_diverse_4_of_5,PM,1006.000000,5.000000,31939;31942;29340;29994;40623,7120.870266,3.863447,16.654785,4915.638458,2.655911,11.369697,18.300571,26.482462,16,20.203592,26.531977,16
US1_SB,110N09526,corridor_end,AM,1016.000000,1.000000,38697,4987.775400,0.755700,0.000000,3780.062260,0.572737,1.825686,44.955667,51.377333,12,31.236235,51.552498,12
US1_SB,110N09526,corridor_end,MD,1016.000000,1.000000,38697,9032.548500,0.684300,0.000000,4557.764160,0.345285,2.183513,44.933000,47.831000,24,36.960299,51.241879,24
US1_SB,110N09526,corridor_end,PM,1016.000000,1.000000,38697,6838.406700,0.777100,0.000000,5249.542480,0.596539,2.451954,47.844000,52.319000,16,38.045818,52.366680,16
US29_NB,110-06534,corridor_start,AM,492.000000,10.000000,38632;39389;40002;38629;38627;39620;39474;39471;38925;38623,5596.033931,0.825463,0.000000,4607.678858,0.677289,2.119867,38.314333,48.701333,12,33.090048,48.794318,12
US29_NB,110-06534,corridor_start,MD,492.000000,10.000000,38632;39389;40002;38629;38627;39620;39474;39471;38925;38623,4000.451533,1.759070,11.097960,9462.594317,4.177102,26.589942,20.583130,38.259389,24,12.277322,38.222395,24
US29_NB,110-06534,corridor_start,PM,492.000000,10.000000,38632;39389;40002;38629;38627;39620;39474;39471;38925;38623,6120.184901,0.676712,0.000000,6362.897759,0.702829,2.995443,38.212667,40.929667,16,28.843816,41.912209,16
US29_NB,110-06535,behavior_diverse_2_of_5,AM,493.000000,3.000000,38687;40740;38619,6961.378177,0.644568,0.000000,6146.883156,0.569156,1.857759,55.899333,56.365000,12,29.306034,56.369168,12
US29_NB,110-06535,behavior_diverse_2_of_5,MD,493.000000,3.000000,38687;40740;38619,6539.611313,0.302790,0.000000,12913.777312,0.597860,4.008104,54.978667,55.896333,24,18.514028,55.903158,24
US29_NB,110-06535,behavior_diverse_2_of_5,PM,493.000000,3.000000,38687;40740;38619,8443.928484,0.586397,0.000000,8739.847307,0.606934,2.901707,53.812667,54.975333,16,19.031720,54.989072,16
US29_NB,110N06535,behavior_diverse_3_of_5,AM,494.000000,1.000000,38190,1710.193300,0.296900,0.000000,1391.757080,0.241624,0.753614,43.613000,46.805333,12,36.386215,48.304163,12
