corridor,period,n_selected_links,n_ready_links,P_A_mean,P_B_mean,P_C_mean,DC_obs_mean,DC_assignment_mean,duration_absolute_error_mean,projection_available
VA645_SB,AM,19,19,4.333333333333333,4.380038231552444,0.4163148947368421,1.4301972943400945,0.518698847465887,1.6966723333333336,True
VA645_SB,MD,19,19,,,0.0,,0.3842742992550821,,True
VA645_SB,PM,19,19,7.0,7.030781340458841,1.1813036315789476,1.7286438910619246,0.6436776070906434,3.268827833333333,True
VA647_EB,AM,2,2,,,0.0,,0.04885582360166289,,True
VA647_EB,MD,2,2,17.5,17.90865753239092,2.3924195,2.8960808008607737,0.012269026856575962,12.715161,True
VA647_EB,PM,2,2,,,0.0,,0.05167952551020408,,True
VA647_WB,AM,3,3,,,0.0,,0.011973644305870496,,True
VA647_WB,MD,3,3,,,0.0,,0.018895967104434367,,True
VA647_WB,PM,3,3,18.0,18.17612446676396,1.0333143333333334,4.348662916435909,0.06634032206632652,14.900057,True
VA648_EB,AM,3,3,,,0.0,,0.3361541693121693,,True
VA648_EB,MD,3,3,,,0.0,,0.34168140873015873,,True
VA648_EB,PM,3,3,21.166666666666668,21.447479162447525,3.7544660000000003,5.158964632947947,0.4145847678571428,17.412200666666667,True
VA648_WB,AM,3,3,15.25,15.25810791093152,0.9305053333333334,5.018051962574404,0.3616033174603175,12.458484,True
VA648_WB,MD,3,3,15.25,15.342049224070562,2.095867333333333,2.4091696394731144,0.42137344047619046,8.962398,True
VA648_WB,PM,3,3,24.0,24.145458418444065,1.3573586666666666,5.924654521055275,0.5212177321428572,19.927924,True
VA649_NB,AM,4,4,19.375,19.58887620075156,1.35777975,6.296892676252478,0.6571457698412699,16.6594405,True
VA649_NB,MD,4,4,20.875,21.00021053948793,3.1930430000000003,3.3738305104248756,0.49102095634920634,14.488914,True
VA649_NB,PM,4,4,,,0.0,,0.7034948169642857,,True
VA649_SB,AM,5,5,,,0.0,,0.5214927968253968,,True
VA649_SB,MD,5,5,,,0.0,,0.538930546031746,,True
VA649_SB,PM,5,5,22.0,22.17179171706797,3.0081642000000004,5.24690808602586,1.0423249559523806,18.23979475,True
VA650_NB,AM,11,11,16.125,16.186233313425802,0.45487572727272724,5.298016010788931,0.6517982366522367,13.6231835,True
VA650_NB,MD,11,11,20.375,20.651844632488768,2.1034901818181817,3.1247731714502467,0.512043887987013,14.590402000000001,True
VA650_NB,PM,11,11,21.25,21.387344070485376,1.6992014545454546,4.986282676161816,0.738883335930736,17.5117568,True
VA650_SB,AM,11,11,2.25,2.2488069498906422,0.09510763636363637,0.7468043715021696,0.46600949466089464,1.203816,True
VA650_SB,MD,11,11,,,0.0,,0.4745803505050505,,True
VA650_SB,PM,11,11,19.166666666666668,19.341430954724096,3.0542690909090906,4.575551293632238,0.9812278100649351,15.433671111111112,True
VA659_NB,AM,12,12,13.25,13.305384521167296,0.6304206666666666,4.350038072579926,0.3633493965773809,10.77879,True
VA659_NB,MD,12,12,,,0.0,,0.42488710358796294,,True
VA659_NB,PM,12,12,13.5,13.595552787130908,0.3477159166666666,3.3164718102587147,0.547425955233135,9.327409,True
VA659_SB,AM,12,12,22.5,22.784096366475605,0.46632,7.366812696238236,0.3724663751653439,19.702080000000002,True
VA659_SB,MD,12,12,13.25,13.551083436646511,0.5097629166666667,2.187780239501538,0.3910939527116402,7.132845,True
VA659_SB,PM,12,12,15.75,15.789609268782705,0.6803060833333333,3.8807495837899477,0.4843133808077051,11.668163499999999,True
VA668_EB,AM,1,1,,,0.0,,0.5449258055555556,,True
VA668_EB,MD,1,1,,,0.0,,0.42071366666666665,,True
VA668_EB,PM,1,1,12.75,12.919602425441182,3.454747,3.148753613985482,0.7186679791666667,9.295253,True
VA668_WB,AM,1,1,,,0.0,,0.485356,,True
VA668_WB,MD,1,1,7.75,7.793576867336852,4.704776,1.2810457911324804,0.37463318055555556,3.045224,True
VA668_WB,PM,1,1,,,0.0,,0.49055158333333326,,True
VA671_NB,AM,1,1,,,0.0,,0.14357,,True
VA671_NB,MD,1,1,,,0.0,,0.2398509074074074,,True
VA671_NB,PM,1,1,,,0.0,,0.4107598055555556,,True
VA671_SB,AM,1,1,,,0.0,,0.39878922222222224,,True
VA671_SB,MD,1,1,,,0.0,,0.28110698148148144,,True
VA671_SB,PM,1,1,,,0.0,,0.23511130555555557,,True
VA673_EB,AM,7,7,15.25,15.407106113918127,0.44596285714285716,4.999390194526128,0.8623678386243387,12.128260000000001,True
VA673_EB,MD,7,7,,,0.0,,0.5995663320105821,,True
VA673_EB,PM,7,7,23.75,23.957147606586155,0.630923,5.467739093309991,0.7104960581065759,19.333539000000002,True
VA673_WB,AM,7,7,24.0,24.295834422284067,0.4668437142857143,6.794355407872861,0.4414903522297807,20.732094,True
VA673_WB,MD,7,7,,,0.0,,0.5372653321995465,,True
VA673_WB,PM,7,7,20.5,24.32122919322313,1.2217535714285714,4.876432567141769,0.962569414399093,16.2238625,True
VA674_NB,AM,8,8,16.8,16.98776202761014,1.626776,5.333519999261217,0.7709756578207674,14.197158400000001,True
VA674_NB,MD,8,8,,,0.0,,0.658622740410053,,True
VA674_NB,PM,8,8,6.375,6.41748391656218,0.67792325,1.5819728223374407,0.9489633820684524,3.663307,True
VA674_SB,AM,8,8,12.875,12.926969453972788,0.60068025,4.0278817429605605,0.6514716202050265,10.472279,True
VA674_SB,MD,8,8,,,0.0,,0.6626148483382936,,True
VA674_SB,PM,8,8,10.15,10.231106159179905,2.3210945,2.5034374687332774,0.963143467013889,6.4362487999999995,True
VA675_EB,AM,4,4,13.0,13.0893460568655,0.38156875,4.298542228730434,0.5858168317460317,11.473725,True
VA675_EB,MD,4,4,,,0.0,,0.5571033695436508,,True
VA675_EB,PM,4,4,18.916666666666668,19.076960308449806,2.95995975,4.627109216722993,0.6407031422619047,14.970053666666665,True
VA675_WB,AM,3,3,,,0.0,,0.4772255505291006,,True
VA675_WB,MD,3,3,,,0.0,,0.5367027167989419,,True
VA675_WB,PM,3,3,22.875,23.15348369073463,2.5749546666666667,5.612186169640028,0.6176025884920634,19.012568,True
VA677_NB,AM,6,6,,,0.0,,0.23458396626354247,,True
VA677_NB,MD,6,6,,,0.0,,0.26568572656840517,,True
VA677_NB,PM,6,6,17.8,17.982079326011565,3.2478996666666666,4.198290134233744,0.38510453938019656,13.9025204,True
VA677_SB,AM,6,6,23.75,,0.4520583333333333,6.567362166027359,0.2058316171579743,21.03765,True
VA677_SB,MD,6,6,,,0.0,,0.22015656694381458,,True
VA677_SB,PM,6,6,23.9375,24.19672858670225,2.4281479999999998,5.538469434896993,0.2967923554799698,20.295278,True
VA684_NB,AM,2,2,,,0.0,,0.2003157185185185,,True
VA684_NB,MD,2,2,,,0.0,,0.27194298357898716,,True
VA684_NB,PM,2,2,23.875,24.10203682689869,3.8611115000000003,5.611077828290593,0.29454968630952383,20.0138885,True
VA684_SB,AM,2,2,23.75,24.032388540195626,1.22199,7.114389259081481,0.18251402626606197,21.30602,True
VA684_SB,MD,2,2,,,0.0,,0.19835310434618292,,True
VA684_SB,PM,2,2,24.0,24.109954872566902,2.128113,5.838999324584998,0.44885105623582766,19.743774000000002,True
VA686_NB,AM,2,2,24.0,24.048900220969838,1.5080125,7.241800189061731,0.002415373393801965,20.983975,True
VA686_NB,MD,2,2,,,0.0,,0.002887598261526833,,True
VA686_NB,PM,2,2,24.0,24.579971043744603,1.8608815,5.727616952880006,0.0025461785714285716,20.278237,True
VA686_SB,AM,3,3,,,0.0,,0.00684331922398589,,True
VA686_SB,MD,3,3,,,0.0,,0.005730786596119929,,True
VA686_SB,PM,3,3,24.0,24.390002892466125,3.6189796666666667,5.481039958329984,0.005322531368102797,20.381020333333336,True
VA690_NB,AM,9,9,24.0,24.051777452993964,0.3463136666666667,7.127436863695839,0.08556741311833375,20.883177,True
VA690_NB,MD,9,9,18.25,18.49745043915115,0.5731437777777777,2.98601037707185,0.08897031586461744,13.091706,True
VA690_NB,PM,9,9,16.5,16.687851211535502,0.5329163333333333,4.058446694791884,0.1404572064121945,11.703752999999999,True
VA690_SB,AM,9,9,24.0,24.269722943066128,0.27666644444444444,7.209250879012675,0.1278837907953305,21.510002,True
VA690_SB,MD,9,9,24.0,24.071653018755477,0.6622055555555556,2.8682515184115327,0.09972760288065843,18.04015,True
VA690_SB,PM,9,9,16.833333333333332,17.06880197706946,1.4703568888888887,4.164663546927584,0.11498458856135046,12.422262666666667,True
VA693_NB,AM,4,4,20.875,21.348161443907195,1.447606,6.80572450404221,0.4782350853174604,17.979788,True
VA693_NB,MD,4,4,,,0.0,,0.5382549672619048,,True
VA693_NB,PM,4,4,24.0,24.329333183662268,1.8210755,5.5839326731492545,0.6996196964285715,20.357849,True
VA693_SB,AM,4,4,19.916666666666668,20.260721110113774,1.84568925,6.466167702170085,0.393831509920635,17.455747666666667,True
VA693_SB,MD,4,4,,,0.0,,0.514076884920635,,True
VA693_SB,PM,4,4,24.0,24.357190926032096,0.920136,5.87464738033219,0.8602576830357144,20.319456,True
VA694_NB,AM,5,5,16.0,16.118997490359305,1.0378928,5.249370471574042,0.2895013849206349,13.405268,True
VA694_NB,MD,5,5,,,0.0,,0.3399126265873016,,True
VA694_NB,PM,5,5,24.0,24.302463523760828,1.4448232,5.574243089849926,0.4681487160714285,20.387942,True
VA694_SB,AM,5,5,24.0,24.155034558308344,0.5869012,6.849960711273205,0.44025914365079366,21.065494,True
VA694_SB,MD,5,5,,,0.0,,0.3914731746031746,,True
VA694_SB,PM,5,5,19.0,19.186139856639077,2.3615096,4.531733264419468,0.6048670702380953,15.064150666666665,True
VA695_NB,AM,9,9,20.3125,20.420917616598548,2.580522333333333,6.572600536121088,0.5396362013521459,17.409412375,True
VA695_NB,MD,9,9,,,0.0,,0.46000277248677257,,True
VA695_NB,PM,9,9,,,0.0,,0.6110388765432099,,True
VA695_SB,AM,10,10,,,0.0,,0.36254978965608464,,True
VA695_SB,MD,10,10,,,0.0,,0.3976066095171958,,True
VA695_SB,PM,10,10,19.0,19.138233872332627,2.3174678,4.61355917879633,0.7520635200892858,15.137553666666667,True
VA703_NB,AM,3,3,24.0,24.32054842759952,1.000198,7.652002284300548,0.36378009259259253,20.999406,True
VA703_NB,MD,3,3,24.0,24.330289004318267,2.0469703333333333,3.838646018640614,0.3282236666666667,17.859089,True
VA703_NB,PM,3,3,,,0.0,,0.4474974107142857,,True
VA703_SB,AM,3,3,24.0,24.153359151070518,1.0025206666666666,6.866793932652475,0.27727816402116395,20.992438,True
VA703_SB,MD,3,3,,,0.0,,0.3331214497354497,,True
VA703_SB,PM,3,3,24.0,24.248948256247765,2.7009480000000003,5.70716697444519,0.5520208154761904,19.948578,True
VA704_NB,AM,5,5,,,0.0,,0.11860216235827667,,True
VA704_NB,MD,5,5,,,0.0,,0.17436847339380196,,True
VA704_NB,PM,5,5,,,0.0,,0.38210918854875275,,True
VA704_SB,AM,5,5,,,0.0,,0.28987803114134547,,True
VA704_SB,MD,5,5,,,0.0,,0.16153110045351476,,True
VA704_SB,PM,5,5,,,0.0,,0.15141559705215418,,True
VA705_EB,AM,1,1,,,0.0,,0.2778258333333333,,True
VA705_EB,MD,1,1,,,0.0,,0.25740466666666667,,True
VA705_EB,PM,1,1,,,0.0,,0.28847209375,,True
VA705_NB,AM,2,2,24.0,24.195078384856856,2.6222485,7.5531079786138635,0.2337173888888889,21.3777515,True
VA705_NB,MD,2,2,,,0.0,,0.25636284722222225,,True
VA705_NB,PM,2,2,,,0.0,,0.39541984375000006,,True
VA705_SB,AM,2,2,,,0.0,,0.2652336805555556,,True
VA705_SB,MD,2,2,,,0.0,,0.29967015277777775,,True
VA705_SB,PM,2,2,24.0,24.221566259083087,3.5783405,5.613616729333735,0.5838865416666666,20.4216595,True
VA705_WB,AM,1,1,,,0.0,,0.208406375,,True
VA705_WB,MD,1,1,,,0.0,,0.244744125,,True
VA705_WB,PM,1,1,,,0.0,,0.33108909375,,True
VA716_NB,AM,4,4,,,0.0,,0.9262413541666666,,True
VA716_NB,MD,4,4,,,0.0,,0.7780711388888889,,True
VA716_NB,PM,4,4,24.0,24.292823480482188,1.89529025,5.128567955600786,0.972209234375,20.2094195,True
VA716_SB,AM,4,4,24.0,24.37125638283357,0.7353795,6.663393562227825,0.5739820208333333,21.058482,True
VA716_SB,MD,4,4,,,0.0,,0.7073568298611111,,True
VA716_SB,PM,4,4,23.875,24.077662554794806,1.82959925,5.385290481126919,1.15357565625,20.215801499999998,True
VA738_NB,AM,2,2,,,0.0,,0.5712302037037037,,True
VA738_NB,MD,2,2,,,0.0,,0.6509144814814815,,True
VA738_NB,PM,2,2,13.25,13.385002776020444,2.3418815,3.272940266698064,1.4541194722222222,8.566237000000001,True
VA738_SB,AM,2,2,12.75,12.923993983942003,1.251632,4.201802710422755,1.1989739074074075,10.246736,True
VA738_SB,MD,2,2,,,0.0,,0.8230336759259259,,True
VA738_SB,PM,2,2,,,0.0,,1.0409534999999999,,True
VA784_EB,AM,6,6,,,0.0,,0.5548564880952381,,True
VA784_EB,MD,6,6,,,0.0,,0.5726540734126984,,True
VA784_EB,PM,6,6,10.25,10.29794145663356,1.3188163333333334,2.5098011243778915,0.5471516746031746,6.293550999999999,True
VA784_WB,AM,6,6,,,0.0,,0.3525997526455027,,True
VA784_WB,MD,6,6,,,0.0,,0.6343323902116402,,True
VA784_WB,PM,6,6,7.5,7.50506353121449,2.4002275,1.8181516675632747,0.5939970337301587,3.89965875,True
VA789_EB,AM,2,2,,,0.0,,0.05275730555555555,,True
VA789_EB,MD,2,2,,,0.0,,0.08005850694444444,,True
VA789_EB,PM,2,2,23.875,23.97483195232619,4.009746,5.432393566809116,0.138598625,19.865254,True
VA789_WB,AM,2,2,,,0.0,,1.0157249583333334,,True
VA789_WB,MD,2,2,,,0.0,,0.9635292291666666,,True
VA789_WB,PM,2,2,23.875,24.02523964103615,3.8521965,5.747849840870048,1.2157198229166668,20.022803500000002,True
VA7BR_EB,AM,9,9,18.625,18.758754622223226,1.2314454444444445,6.122368685527242,0.13283415587469558,15.854247749999999,True
VA7BR_EB,MD,9,9,,,0.0,,0.08227020252792476,,True
VA7BR_EB,PM,9,9,24.0,24.379671591716967,0.8297106666666667,5.524264347523389,0.08156915095112119,20.266302,True
VA7BR_WB,AM,9,9,,,0.0,,0.056679172629545645,,True
VA7BR_WB,MD,9,9,,,0.0,,0.07563708398421097,,True
VA7BR_WB,PM,9,9,22.125,22.28006896612804,2.6220990000000004,5.348343259997894,0.10380894183043586,18.191851500000002,True
VA7_EB,AM,63,63,4.75,4.732666576672863,0.41141026984126977,1.2417890144209809,0.9378386698086411,2.3937411818181817,True
VA7_EB,MD,63,63,,,0.0,,0.6711700350206588,,True
VA7_EB,PM,63,63,17.53846153846154,17.686573470860502,1.5350517301587303,4.0807404350939445,0.7458692085804132,13.818913115384618,True
VA7_WB,AM,61,61,19.7,19.889447661090916,0.20920767213114755,6.1195580518925805,0.6052895218064123,17.1476664,True
VA7_WB,MD,61,61,14.166666666666666,14.371292644020727,0.26209044262295084,2.2889399161533297,0.6621697633588183,8.837494333333334,True
VA7_WB,PM,61,61,14.5,14.624471868556874,1.3914964262295082,3.3516003978335784,0.9593774235340764,11.004278000000001,True
VA828_NB,AM,7,7,24.0,24.07442212241928,0.41537300000000005,7.795410039028256,0.32591455001259767,21.092389,True
VA828_NB,MD,7,7,,,0.0,,0.3620959273431595,,True
VA828_NB,PM,7,7,15.916666666666666,16.038936298632063,1.6857179999999998,3.8221422027366514,0.5052875026927437,11.983324666666666,True
VA828_SB,AM,7,7,,,0.0,,0.3758657083018392,,True
VA828_SB,MD,7,7,3.0,3.0135781068528686,0.3880247142857143,0.4979198673290888,0.36351223459939536,0.28382700000000005,True
VA828_SB,PM,7,7,14.5,14.581885652380851,1.0038824285714285,3.5104899215803704,0.5079188347033258,10.9864115,True
VA846_NB,AM,5,5,,,0.0,,0.43466029444444443,,True
VA846_NB,MD,5,5,,,0.0,,0.5866580023809524,,True
VA846_NB,PM,5,5,16.0,16.175642156898054,2.422899,3.92499092912179,0.6770283309523808,11.961835,True
VA846_SB,AM,5,5,9.5,9.57807871819589,0.7335466,3.116256773457948,0.5604777714285714,7.6661335,True
VA846_SB,MD,5,5,,,0.0,,0.608438851984127,,True
VA846_SB,PM,5,5,10.375,10.477655784979293,2.1876178000000004,2.5697675440007415,0.495196380952381,5.3302095000000005,True
VA9_NB,AM,10,10,24.0,24.43272237366793,0.20736729999999998,6.539475369602793,0.5722366777777779,21.926327,True
VA9_NB,MD,10,10,,,0.0,,0.7498421692129631,,True
VA9_NB,PM,10,10,11.05,11.181438173610326,1.7891656,2.410722639002354,1.2082356625000001,7.471668799999999,True
VA9_SB,AM,10,10,3.0,3.065045868459156,1.4794686,0.9237193807566718,1.3579686935185185,0.6614443333333334,True
VA9_SB,MD,10,10,,,0.0,,0.9205083474537037,,True
VA9_SB,PM,10,10,,,0.0,,0.885686320486111,,True
