corridor,period,net_link_id,tmc_code,projection_status,speed_mae_cbi_mph,speed_mae_assignment_projection_mph
I495_NB,MD,32738,110P17039,ready,11.008160820158103,1.679384469696968
I495_NB,MD,32632,110+17040,ready,13.166920083992096,1.1315899621212113
I495_NB,MD,32743,110P17040,ready,15.368270339262187,1.569785490777338
I495_NB,MD,32748,110+17041,ready,39.322264196106346,5.809017762011145
I495_NB,PM,32719,110+17034,ready,7.686114130434782,0.26185597826086937
I495_NB,PM,35788,110P17033,ready,3.5461820652173914,0.4565679347826075
I495_NB,PM,32717,110P17034,ready,6.935257534584979,0.3312207262845881
I495_NB,PM,32697,110+17035,ready,6.953538166996049,0.529855854743082
I495_NB,PM,32694,110P17035,ready,6.489591773715418,0.4663716650197598
I495_NB,PM,32684,110+17036,ready,7.184375308794468,0.3557501852766807
I495_NB,PM,32679,110P17036,ready,8.126929347826088,0.522603013833991
I495_NB,PM,32675,110+17037,ready,8.929992588932805,0.523870553359683
I495_NB,PM,32662,110P17037,ready,7.946843502964425,0.5443852519762844
I495_NB,PM,32657,110+17038,ready,8.592121417984192,0.6759302124505924
I495_NB,PM,32653,110P17038,ready,7.399146492094862,0.49807905138340214
I495_NB,PM,32649,110+17039,ready,8.063994565217392,0.2332201086956509
I495_NB,PM,32738,110P17039,ready,12.910523891868998,1.6390293266516078
I495_NB,PM,32632,110+17040,ready,15.419097702569168,0.7736602025691699
I495_NB,PM,32743,110P17040,ready,20.86087944664032,2.9963033596837927
I495_NB,PM,32748,110+17041,ready,2.8997805191792225,21.864768171975847
I495_SB,AM,32755,110-17040,ready,12.762122035573121,0.755035079051383
I495_SB,AM,32747,110N17040,ready,10.931935935441368,0.6413720355731231
I495_SB,AM,32629,110-17039,ready,11.148381093544138,1.0977579051383373
I495_SB,AM,32637,110N17039,ready,9.247151679841895,0.3843193346508566
I495_SB,AM,32646,110-17038,ready,6.724124670619236,0.3888028656126501
I495_SB,AM,32648,110N17038,ready,6.061603260869568,0.4206032608695646
I495_SB,AM,32652,110-17037,ready,6.95699275362319,0.37618478260869875
I495_SB,AM,32656,110N17037,ready,6.424438405797101,0.3122608695652171
I495_SB,AM,32663,110-17036,ready,6.498614130434781,0.579443840579709
I495_SB,AM,32674,110N17036,ready,5.758097826086954,0.43947101449275056
I495_SB,AM,32680,110-17035,ready,5.714163372859027,0.5328010540184481
I495_SB,AM,32690,110N17035,ready,5.225117753623189,0.45772282608695747
I495_SB,AM,32693,110-17034,ready,5.191249999999999,0.42884420289855285
I495_SB,AM,32712,110N17034,ready,5.661619729907776,0.42236478919631065
I495_SB,AM,33026,110N17033,ready,1.5247426712779983,1.1123658596837973
I495_SB,AM,32715,110-17033,ready,6.17790420509442,0.5393679732103607
I495_SB,MD,32755,110-17040,ready,11.234086831043351,0.48365806355480334
I495_SB,MD,32747,110N17040,ready,9.434495772946859,0.3710332125603877
I495_SB,MD,32629,110-17039,ready,10.928996212121211,0.7604199604743078
I495_SB,MD,32637,110N17039,ready,8.843374202035887,1.1051595281228437
I495_SB,MD,32646,110-17038,ready,6.18521883234519,0.8675818922924913
I495_SB,MD,32648,110N17038,ready,5.58966938405797,1.0701336462450595
I495_SB,MD,32652,110-17037,ready,6.617518115942029,1.5717608695652192
I495_SB,MD,32656,110N17037,ready,6.785283866331298,2.024284405318004
